QuestionID,CASCADE,CASCADE+BERT,CASCADE+COUNTER,MCAN,MCAN+BERT,MCAN+ROBERTA,MCAN+ALBERT,PANOPTIC
533239000,christmas,christmas,christmas,christmas,christmas,christmas,christmas,christmas
533239001,no,no,no,no,no,no,yes,no
533239002,no,no,yes,no,yes,no,no,no
533239003,brown,brown,brown,orange,brown,brown,brown,brown
8953000,unknown,free,1,2,5,lot,2,lot
8953001,no,no,no,no,yes,yes,yes,no
8953002,2,3,3,3,3,2,2,2
140043000,yes,no,yes,no,yes,no,no,yes
140043001,no,no,no,no,no,no,no,no
140043002,yes,yes,yes,yes,yes,yes,yes,yes
140043003,strawberry,strawberry,strawberry,banana,strawberry,lemon,0,0
271116000,red,red,red,tan,tan,gray,gray,blue
271116001,yes,yes,yes,yes,yes,yes,no,yes
271116002,phones,phones,phones,phone,phones,phones,phones,food
271117000,20,20,20,10,12,10,many,20
271117001,no,no,yes,yes,yes,no,no,no
271117002,no,no,yes,no,no,no,yes,no
271117003,pink,red,red,orange,orange,orange,orange,yellow
271117004,white,white,white,green,yellow,green,yellow,blue
271117005,yes,yes,yes,yes,yes,yes,yes,no
503939000,safety,safety,safety,safety,safety,safety,safety,safety
503939001,yes,yes,yes,no,no,no,no,yes
503939002,2,2,3,2,2,10,2,0
503939003,2,2,2,2,1,2,1,2
503939004,yes,yes,yes,yes,no,yes,yes,yes
8981000,yes,yes,yes,yes,yes,yes,yes,yes
8981001,surfing,surfing,surfing,surfing,surfing,surfing,surfing,surfing
8981002,yes,yes,yes,yes,yes,yes,yes,yes
533276000,yes,yes,yes,yes,yes,yes,yes,yes
533276001,no,no,no,no,yes,yes,yes,no
533276002,no,no,no,no,no,no,no,no
402206000,10,15,10,7,10,5,10,10
402206001,no,no,no,no,no,no,no,no
402206002,pink,white,pink,pink,pink,pink,pink,pink
533281000,yes,yes,yes,yes,yes,yes,yes,yes
533281001,yes,yes,yes,yes,yes,yes,yes,yes
533281002,yes,no,yes,yes,yes,yes,yes,no
271138000,grazing,grazing,grazing,grazing,grazing,grazing,grazing,grazing
271138001,sunny,sunny,sunny,sunny,sunny,cloudy,sunny,sunny
271138002,yes,yes,yes,no,yes,yes,yes,yes
533283000,0,0,5,0,0,0,0,0
533283001,blue,blue,red,white,white,white,white,white
533283002,horse,horse,horse,horse,horse,horse,horse,horse
533283003,helmet,helmet,helmet,helmet,helmet,helmet,helmet,hat
140068000,home,home,home,home,home,home,home,home
140068001,baseball,baseball,baseball,baseball,baseball,baseball,baseball,baseball
140068002,yes,yes,yes,yes,yes,yes,yes,yes
140068003,no,no,no,yes,no,no,no,no
140068004,8,8,8,5,5,21,8,9
271143000,1,2,2,0,1,1,0,2
271143001,yes,yes,yes,no,no,no,no,no
271143002,wine,wine,glass,wine,bottle,wine,wine,wine
533288000,yes,yes,yes,yes,yes,yes,yes,yes
533288001,yes,no,yes,yes,yes,yes,yes,yes
533288002,yes,yes,yes,yes,yes,yes,yes,yes
9002000,man,woman,woman,man,man,woman,man,woman
9002001,no,yes,yes,yes,yes,yes,yes,no
9002002,no,no,no,no,no,no,no,no
9003000,tennis,tennis,tennis,tennis,tennis,tennis,tennis,tennis
9003001,no,no,no,no,no,no,no,no
9003002,yes,no,no,no,no,no,no,no
140076000,2,2,3,1,1,1,2,2
140076001,4,4,4,4,4,4,4,4
140076002,wood,wood,wood,leather,leather,leather,leather,wood
9007000,yes,yes,yes,no,no,no,no,no
9007001,t shirt,t shirt,t shirt,t shirt,t shirt,t shirt,t shirt,t shirt
9007002,yes,yes,yes,no,yes,yes,yes,yes
9007003,yes,yes,yes,no,no,no,no,no
9007004,wine glass,glass,wine glass,wine glass,wine glass,wine glass,wine glass,knife
9007005,solid,striped,solid,stripes,striped,stripes,solid,stripes
140087000,2,2,2,1,1,1,1,1
140087001,yes,yes,yes,yes,yes,yes,yes,yes
140087002,no,no,no,no,no,no,no,no
140087003,working,typing,sitting,sitting,sitting,sitting,sitting,posing
140087004,no,no,no,no,no,no,no,no
140087005,yes,no,yes,no,no,no,no,no
402233000,restaurant,home,restaurant,home,home,restaurant,restaurant,home
402233001,yes,no,yes,yes,no,yes,yes,no
402233002,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen
402233003,yes,yes,yes,no,no,no,no,no
402233004,kitchen,house,kitchen,kitchen,home,restaurant,restaurant,kitchen
402233005,yes,yes,yes,no,no,no,no,no
402233006,no,no,yes,yes,yes,yes,yes,no
402233007,yes,yes,yes,yes,no,no,no,no
402233008,yes,yes,yes,yes,yes,yes,yes,yes
402233009,yes,yes,yes,no,yes,no,no,yes
402233010,3,3,1,0,0,0,0,0
402233011,shirt,shirt,shirt,shirt,shirt,shirt,shirt,shirt
402233012,yes,yes,no,no,no,yes,yes,yes
402234000,gray,gray,gray,gray,gray,gray,gray,gray
402234001,no,no,no,yes,no,no,yes,no
402234002,big,big,big,big,big,big,big,big
402234003,no,no,yes,no,no,no,no,no
402234004,old,adult,2,old,young,1 year,5,young
402234005,elephant,elephant,elephant,elephant,elephant,elephant,elephant,elephant
402234006,no,no,no,yes,no,no,yes,no
1503000,white,white,black,white,white,white,white,white
1503001,no,yes,no,no,no,no,no,no
1503002,yes,no,yes,yes,yes,yes,yes,yes
1503003,circle,square,circle,circle,round,circle,square,circle
533311000,yes,yes,yes,no,yes,yes,yes,yes
533311001,red,yellow,red,red,yellow,red,black,red
533311002,red,red,red,red,red,red,red,red
402248000,kites,kites,kites,kites,kites,kites,kites,kites
402248001,kite,kite,kite,kite,kite,kite,kite,kite
402248002,no,no,no,yes,no,no,no,yes
271177000,no,no,no,no,no,no,no,no
271177001,no,no,yes,no,yes,no,no,no
271177002,motorcycle,motorcycle,motorcycle,motorcycle,motorcycle,motorcycle,motorcycle,motorcycle
402250000,yes,yes,yes,yes,yes,yes,yes,yes
402250001,usa,usa,usa,usa,usa,usa,england,usa
402250002,horse,brown,clydesdale,brown,brown,brown,brown,clydesdale
547639000,yes,yes,yes,yes,yes,yes,yes,yes
547639001,counter,counter,counter,counter,counter,counter,counter,counter
547639002,0,0,0,0,0,0,0,2
547639003,no 1,no 1,no 1,no 1,no 1,no 1,no 1,no 1
547639004,yes,no,no,yes,yes,yes,yes,yes
547639005,2,2,1,2,1,1,2,2
547639006,1,1,1,1,1,2,2,2
547639007,tv,tv,tv,light,lamp,light,lamp,window
45197000,yes,yes,yes,yes,yes,yes,yes,yes
45197001,yes,yes,no,yes,yes,yes,yes,yes
45197002,white,white,white,red,rainbow,red,pink,red
45197003,brown,black,black,brown,brown,brown,brown,brown
533329000,1,1,2,3,3,1,5,1
533329001,yes,no,no,no,yes,yes,no,yes
533329002,bowl,bowl,in bowl,bowl,bowl,bowl,bowl,bowl
533329003,apple,apple,apple,apple,apple,apple,apple,apple
533329004,yes,yes,yes,yes,yes,yes,yes,yes
533329005,9,7,11,11,1,11,11,0
533329006,orange,orange,orange,lemon,orange,apple,apple,orange
533329007,2,4,2,0,1,2,2,0
533329008,0,0,9,0,0,2,0,0
533329009,apples,apples,apples,apples,apples,apples,apples,apples
533329010,white,blue,white,red,red,red,brown,orange
533329011,9,11,9,9,11,11,11,9
533329012,apples,apple,apples,apple,apple,apple,apple,apple
533329013,red,red,red,red and green,red,red,red and green,red
533329014,no,no,no,no,no,no,no,no
285497000,no,no,no,yes,yes,yes,yes,yes
285497001,down,down,down,at camera,at camera,camera,down,down
285497002,snowboarding,snowboarding,snowboarding,snowboarding,snowboarding,snowboarding,snowboarding,skiing
9050000,6,5,5,2,2,3,1,3
9050001,no,yes,yes,no,no,no,yes,yes
9050002,yes,yes,yes,no,no,yes,no,yes
140129000,4,3,2,1,2,1,2,4
140129001,1,1,1,2,2,2,2,2
140129002,gothic,gothic,gothic,gothic,gothic,gothic,gothic,gothic
271206000,no,mirror,mirror,no,mirror,mirror,mirror,bathroom
271206001,mirror,mirror,mirror,mirror,mirror,mirror,mirror,mirror
271206002,yes,no,no,yes,yes,yes,no,yes
402283000,yes,yes,yes,yes,no,no,no,no
402283001,white,white,white,black,black,yankees,black,yankees
402283002,no,yes,yes,yes,yes,yes,yes,yes
402283003,1,1,1,1,2,2,1,1
402283004,unknown,unknown,unknown,black,yankees,yankees,yankees,dodgers
271215000,bun,onions,salad,fries,plate,fries,plate,plate
271215001,no,no,no,no,no,no,no,no
271215002,mustard,mustard,mustard,ketchup,ketchup,ketchup,ketchup,ketchup
9077000,fruit,fruit,fruit,fruit,fruit,fruit,fruit,fruit
9077001,fruit,fruit,fruit,fruit,fruit,fruit,fruit,fruit
9077002,20,10,10,10,20,20,10,many
9077003,yes,yes,yes,no,no,no,no,yes
140151000,bananas,bananas,bananas,bananas,bananas,bananas,bananas,bananas
140151001,many,100,50,many,many,30,100,many
140151002,many,100,50,50,100,50,100,50
140151003,7,3,3,0,0,2,1,2
140151004,outside,outside,outside,outside,outside,outside,outside,inside
533368000,yes,yes,yes,no,no,no,no,no
533368001,no,no,no,yes,yes,yes,yes,no
533368002,no,no,no,yes,no,no,yes,no
533368003,yes,no,yes,yes,yes,yes,yes,no
533368004,no,no,no,no,no,no,no,no
533368005,yes,yes,yes,yes,yes,yes,yes,yes
533368006,skis,skis,skis,skis,skis,snow,skis,snow
23359000,no,no,no,no,no,no,no,no
23359001,red,black,black,brown,brown,brown,brown,yellow
23359002,snowboarding,snowboarding,snowboarding,snowboarding,snowboarding,snowboarding,snowboarding,snowboarding
23359003,black,white,white,brown,brown,brown,brown,yellow
23359004,gloves,gloves,gloves,gloves,gloves,gloves,gloves,gloves
23359005,green,black,black,brown,brown,brown,brown,yellow
23359006,snowboarding,snowboarding,snowboarding,snowboarding,snowboarding,snowboarding,snowboarding,snowboarding
271230000,no,no,yes,yes,no,no,no,no
271230001,bear,bear,bear,bear,bear,bear,bear,bear
271230002,parade,bears,yes,parade,kite,parade,parade,party
533378000,unknown,unknown,unknown,don't know,unknown,unknown,unknown,unknown
533378001,4,2,2,4,4,10,4,4
533378002,no,yes,no,no,no,no,no,no
140167000,picture,picture,picture,picture,picture,flowers,flowers,picture
140167001,red,blue,blue,orange,orange,orange,orange,orange
140167002,white,brown,brown,orange,black,black,black,orange
140167003,no,no,no,yes,yes,yes,yes,no
140167004,yes,yes,yes,yes,yes,yes,yes,yes
271240000,yes,yes,yes,no,no,yes,yes,yes
271240001,no,yes,yes,no,yes,yes,yes,yes
271240002,stop,stop,stop,stop,stop,stop,stop,stop
271240003,tall,3 feet,3 feet,tall,3 feet,3 feet,2 feet,tall
402313000,stop,nothing,nothing,stop,nothing,stop,stop,stop
402313001,no,yes,no,yes,yes,no,yes,yes
402313002,house,hotel,restaurant,restaurant,restaurant,restaurant,restaurant,restaurant
402313003,yes,no,yes,yes,yes,yes,yes,yes
402313004,0,0,0,0,0,0,1,stop
402313005,0,shell,0,0,shell,0,shell,0
153061000,truck,truck,truck,truck,truck,truck,truck,truck
153061001,6,6,6,4,6,6,6,4
153061002,street,street,street,parking lot,parking lot,parking lot,street,street
153061003,small,big,small,small,small,small,big,big
153061004,yes,yes,yes,no,yes,yes,yes,yes
153061005,yes,yes,yes,yes,yes,yes,yes,yes
153061006,no,yes,yes,no,yes,yes,no,yes
153061007,no,no,no,no,no,no,no,no
153061008,red,red,red,red,brown,purple,purple,red
153061009,transportation,towing,towing,fire,cargo,fire truck,garbage,towing
153061010,home,nowhere,nowhere,home,nowhere,nowhere,nowhere,nowhere
153061011,black and white,black and white,black and white,color,color,color,color,green
140174000,no,no,no,no,no,no,no,no
140174001,blue,blue,blue,white,orange,orange,orange,orange
140174002,white,white,white,white,white,white,white,silver
140174003,green,blue,white,orange,orange,orange,orange,orange
140174004,playing wii,playing wii,playing wii,playing wii,playing wii,playing wii,playing wii,cooking
140174005,couch,couch,couch,couch,couch,couch,couch,chair
140174006,no,no,no,no,no,no,no,no
140174007,yes,yes,yes,yes,yes,yes,yes,no
140174008,no,no,no,no,no,no,yes,no
140174009,t shirt,t shirt,t shirt,t shirt,t shirt,t shirt,t shirt,t shirt
140174010,yes,yes,yes,yes,yes,yes,yes,no
140174011,design,logo,logo,logo,logo,logo,dog,stripes
140174012,wii remote,wii remote,wii remote,wii remote,wii remote,wii remote,wii remote,cup
271248000,words,nothing,words,graffiti,graffiti,graffiti,bus,words
271248001,bus,bus,bus,bus,bus,bus,bus,bus
271248002,yes,yes,yes,yes,yes,yes,yes,yes
271248003,yes,yes,yes,yes,yes,yes,yes,yes
9105000,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing
9105001,no,yes,yes,no,yes,yes,yes,no
9105002,black,black,black,pink,pink,pink,pink,purple
402328000,yes,no,yes,no,yes,no,no,no
402328001,no,no,no,no,no,no,no,no
402328002,motorcycle,0,0,helmets,helmets,helmets,motorcycle,helmets
402328003,black,black,red,blue,blue,blue,blue,blue
402328004,no,yes,yes,yes,yes,yes,yes,yes
402330000,lid,lid,lid,seat,lid,lid,seat,seat
402330001,no,yes,no,yes,no,no,yes,no
402330002,yes,yes,yes,no,no,yes,yes,yes
402330003,no,yes,yes,yes,yes,yes,yes,no
271259000,no,yes,no,no,no,no,no,no
271259001,no,no,no,yes,yes,yes,yes,yes
271259002,cake,cake,cake,cake,cake,cake,cake,cake
271259003,no,no,no,no,no,no,no,no
402333000,yes,no,yes,yes,yes,yes,yes,yes
402333001,white,white,white,white,white,white,white,brown
402333002,black,red,red,purple,purple,purple,purple,pink
402334000,tile,tile,tile,tile,tile,tile,metal,brick
402334001,cross,no 1,church,church,clock,cross,cross,church
402334002,yes,yes,yes,no,no,no,no,yes
402334003,gothic,gothic,gothic,gothic,gothic,gothic,gothic,gothic
402334004,black,gold,gold,black,black,black,black,gold
402334005,1,2,2,2,4,4,4,1
402334006,church,church,church,church,church,church,church,church
402334007,no,yes,yes,no,yes,yes,yes,no
402334008,yes,yes,yes,yes,yes,yes,yes,yes
402334009,tower,tower,tower,tower,steeple,sky,tower,tower
402334010,black,black,blue,green,green,brown,brown,brown
533407000,no,yes,no,yes,yes,yes,yes,yes
533407001,coke,cup,cup,pepsi,cup,cup,cup,coffee
533407002,apple,apple,apple,dell,dell,dell,dell,apple
533407003,shirt,jacket,jacket,hat,t shirt,shirt,hat,t shirt
533407004,glasses,glasses,glasses,hat,hat,hat,glasses,glasses
533407005,coca cola,coke,coke,pepsi,pepsi,pepsi,pepsi,coke
533408000,no,no,no,no,no,no,no,no
533408001,bus,bus,bus,bus,bus,van,bus,bus
533408002,downtown,downtown,nowhere,downtown,nowhere,nowhere,nowhere,downtown
271266000,people,people,people,people,people,people,people,passenger
271266001,2,2,2,2,2,2,2,2
271266002,yes,yes,yes,yes,yes,yes,yes,yes
271266003,yes,yes,yes,yes,yes,no,yes,no
140197000,no,yes,yes,no,no,no,no,no
140197001,bikes,bikes,bikes,bikes,bikes,bikes,bikes,motorcycles
140197002,5,3,3,3,5,5,5,10
402346000,yes,yes,yes,yes,yes,yes,yes,yes
402346001,3,3,2,2,1,1,2,2
402346002,no,yes,no,no,yes,no,yes,yes
402346003,lemon,oranges,lemon,tomato,tomato,tomato,tomato,apples
402346004,yes,yes,yes,yes,no,yes,yes,yes
402346005,flowers,flowers,flowers,blender,bowl,cup,cup,wall
402346006,real,real,real,real,real,real,real,real
402346007,lemon,oranges,lemon,tomato,tomato,tomato,tomato,apples
402346008,roses,roses,roses,tulips,tulips,tulips,tulips,roses
402346009,yes,yes,yes,no,yes,yes,yes,no
402346010,rose,rose,rose,tulip,lily,tulip,tulip,rose
402346011,rose,rose,rose,tulip,tulip,tulip,tulip,rose
402346012,0,don't know,0,0,no,fruit,0,flowers
402346013,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen
402346014,7,1,8,5,2,3,0,4
402346015,no,no,no,no,yes,no,no,no
402346016,no,no,no,no,no,no,no,no
402346017,orange,lemon,lemon,orange,0,orange,orange,orange
402346018,orange,orange,orange,orange,orange,orange,orange,orange
402346019,tomatoes,tomatoes,0,tomatoes,tomatoes,tomatoes,tomatoes,tomatoes
402346020,fruit,fruit,fruit,tomatoes,tomatoes,tomatoes,tomatoes,fruit
402346021,yes,yes,no,no,yes,yes,no,no
402346022,tomato,oranges,tomato,tomato,tomato,tomato,tomato,carrots
402346023,lemon,orange,lemon,tomato,tomato,tomato,tomato,apple
402346024,3,5,4,3,3,3,5,2
402346025,yes,yes,yes,yes,yes,yes,yes,yes
402346026,red,red,red,orange and white,red and white,red and white,red and white,orange
402346027,4,3,3,3,3,3,3,6
402346028,fruit,fruit,fruit,tomatoes,fruit,tomatoes,tomatoes,fruit
402346029,wood,wood,wood,wood,wood,wood,wood,wood
402346030,lemon,oranges,lemon,tomato,tomato,tomato,orange,apples
402346031,round,square,round,round,round,round,round,round
402346032,decoration,decoration,decoration,eating,decoration,eating,decoration,eating
402346033,white,blue,white,blue,blue,blue,blue,red
402346034,no,yes,no,yes,no,yes,no,no
402346035,lemon,oranges,apples,tomatoes,tomatoes,tomatoes,oranges,oranges
402346036,lemon,lemon,lemon,tomato,tomato,tomato,tomato,orange
402346037,roses,roses,roses,tulips,tulips,tulips,tulips,roses
402346038,fruit,fruit,fruit,tomatoes,tomatoes,tomatoes,tomatoes,fruit
402346039,lemon,oranges,lemon,tomato,tomato,tomato,tomato,apples
140203000,phone,camera,dog,bag,phone,bag,nothing,bag
140203001,unknown,unknown,unknown,5,can't tell,unknown,unknown,unknown
140203002,truck,truck,truck,bus,bus,bus,bus,truck
402357000,no,no,yes,no,yes,no,no,no
402357001,1,1,1,1,1,1,1,1
402357002,yes,no,no,no,no,no,no,no
402357003,yes,yes,yes,yes,yes,yes,yes,yes
402357004,yes,yes,yes,no,yes,no,yes,no
9142000,no,no,no,yes,yes,no,yes,no
9142001,food,food,food,food,food,food,food,food
9142002,water,water,water,sand,sand,sand,sand,sand
9145000,3,2,2,0,2,0,0,2
9145001,yes,yes,yes,yes,yes,yes,yes,yes
9145002,grass,grass,grass,grass,grass,grass,grass,grass
533434000,0,0,0,coca cola,unknown,coca cola,coca cola,0
533434001,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon
533434002,yes,yes,no,yes,yes,yes,yes,yes
533434003,yes,yes,yes,yes,yes,yes,no,yes
533434004,yes,yes,yes,no,yes,yes,yes,yes
402368000,living room,eating,living room,living room,relaxing,living room,living room,eating
402368001,yes,yes,yes,yes,yes,yes,yes,yes
402368002,no,no,yes,yes,yes,yes,no,yes
438432000,school,school,school,park,park,park,park,outside
438432001,beach,school,church,park,living room,field,school,park
438432002,7,0,1,3,7,7,7,7
438432003,no,no,no,no,no,no,no,no
438432004,people,men,men,people,men,people,family,people
438432005,15,15,15,15,11,13,11,12
9156000,no,no,no,no,no,no,no,no
9156001,potato,potato,potato,potato,potato,potato,potato,potato
9156002,3 feet,3 feet,6 inches,short,3 feet,short,short,short
9156003,store,store,store,store,store,store,store,store
9156004,coffee,coffee,coffee,coffee,coffee,coffee,coffee,coffee
9156005,breakfast,breakfast,breakfast,sandwich,bread,cake,breakfast,donut
9156006,yes,yes,yes,yes,no,yes,no,no
140231000,5,4,4,2,2,2,3,6
140231001,1,2,1,1,2,3,3,6
140231002,black,black,black,black,black,black,black,black
533449000,yes,yes,yes,yes,yes,yes,no,yes
533449001,pizza,pizza,pizza,pizza,pizza,breakfast,pizza,pizza
533449002,no,no,yes,yes,no,no,yes,yes
533449003,no,yes,no,yes,yes,yes,yes,yes
533449004,yes,yes,yes,yes,yes,yes,yes,yes
533449005,no,yes,yes,no,no,no,no,yes
533449006,pizza,pizza,pizza,food,food,food,food,food
533452000,yes,yes,yes,no,no,yes,yes,yes
533452001,yes,yes,yes,yes,yes,yes,yes,no
533452002,white,white,white,black,blue,blue,black,green
533452003,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen
533452004,7,6,6,2,2,5,4,3
533452005,chicken,chicken,chicken,chicken,chicken,chicken,chicken,chicken
533452006,yes,yes,no,yes,no,no,yes,yes
9170000,cat,cat,cat,cat,cat,cat,cat,cat
9170001,white,white,white,white,white,white,white,white
9170002,no,no,no,no,no,no,no,no
9171000,behind,behind,behind,behind,behind,behind,behind,behind
9171001,red,blue,red,red,red,red,red,red
9171002,yes,yes,yes,yes,yes,yes,yes,yes
9172000,noon,noon,noon,noon,1,2,yes,noon
9172001,0,0,pedestrian,0,person,train,clock,no parking
9172002,green,green,green,brown,brown,brown,brown,brown
9172003,london,london,london,new york,london,new york,new york,new york
9172004,apartments,church,apartments,apartments,train station,train station,apartments,apartments
9172005,sidewalk,on pole,sidewalk,street,pole,sidewalk,sidewalk,sidewalk
533462000,yes,no,yes,yes,no,yes,yes,no
533462001,no,no,no,yes,yes,no,yes,no
533462002,yes,yes,yes,no,no,no,no,yes
9175000,kite,graffiti,kite,kite,graffiti,english,kite,graffiti
9175001,yes,yes,yes,yes,yes,yes,yes,yes
9175002,bird,bird,bird,fish,bird,bird,fish,fish
533464000,brown,brown,brown,brown,brown,pink,brown,brown
533464001,noon,noon,daytime,noon,noon,noon,noon,noon
533464002,yes,yes,yes,yes,no,yes,yes,yes
533464003,no,no,yes,no,yes,yes,yes,no
533464004,yes,yes,yes,yes,yes,yes,yes,yes
533464005,brown,brown,brown,brown,brown,brown,brown,brown
533464006,2,2,2,3,4,2,0,3
533464007,0,0,1,3,3,1,3,3
533464008,brown,black,brown,brown,brown,brown,brown,brown
533464009,no,no,no,no,no,no,no,no
533464010,yes,yes,yes,yes,yes,no,no,no
533464011,yes,yes,yes,yes,yes,yes,yes,yes
533464012,1,1,1,2,2,1,3,2
533464013,no,no,no,no,no,no,no,yes
533464014,no,no,no,no,yes,no,yes,yes
533464015,no,yes,yes,no,no,no,no,no
533464016,no,no,no,no,no,no,no,no
533464017,0,0,0,0,0,0,0,0
533464018,2,3,2,2,2,1,1,2
